제목,본문_clean,topic_id,topic_label
붙박이장과 키큰장,"공간 활용도가 높은 붙박이장을 구입하려고 하는데요붙박이장, 키큰장, 키높이장 등...제가보기엔 다 비슷비슷한것 같은데 명칭이 틀리네요..그냥 이름만 다른건지, 아닌 어떤 차이점이 있는건지..알고계신분 부탁드립니다.",1,주방 공간 배치 및 인테리어 고민
로보락 직배수 s9 max 설치가능할까요??,노란색 부분으로 된 곳에 밭솥 슬라이딩장이랑 로봇청소기 설치하고 싶은데 가능할까요??계수대랑 거리가 있어서 직배수관이 설치될 수 있을지 궁금하네요.그리고 씽크대 하부장에 아래와 같이 전자제품을 넣을 예정인데 괜찮을지도 궁금합니다.식기세척기정수기(계수대)쪽에 언더싱크로 설치인덕션밥솥로봇청소기광파오븐,0,기기 오작동/소음/설정 문제
광안리 해수욕장 밤에 가면 진짜 야경 끝내주나요?,"부산 여행 계획 중인데 광안리 해수욕장 야경이 그렇게 예쁘다면서요? 사진으로만 봤는데 실제로 보면 어떨지 너무 궁금해요. 특히 광안대교 불빛이랑 바다 반짝이는 모습이 환상적이라는데, 혹시 최근에 다녀오신 분들 진짜 그런지 알려주실 수 있나요? 밤에 가면 사람들 많아서 복잡하진 않은지, 그리고 사진 찍기 좋은 명당 자리도 추천해주시면 감사하겠습니다!",3,이사/생활 주변 맥락 (광파오븐 포함)
비스포크 큐커로 교체 시 기존 전자레인지는 어떻게 처리되나요?,"비스포크 큐커로 교체할 때 기존에 사용하던 전자레인지는 어떻게 처리되는지 궁금합니다. 수거 서비스가 포함된다고 들었는데, 그 절차나 조건에 대해 자세히 알고 싶습니다.",3,이사/생활 주변 맥락 (광파오븐 포함)
간단한 오븐요리 알려주세요,이번에 마늘빵을 만들어봤는데요~빵은 못만들고ㅡㅡ;빵집에서 바게트사서 마늘버터 등등 이런거섞어서 위에바르고오븐에 살짝구워서 만들었거든요ㅋㅋ 제가만든것처럼 요리하기쉬운 오븐요리있나요??빵이랑 쿠키는 절대 못만들게써요ㅠㅠ,1,주방 공간 배치 및 인테리어 고민
롤 명예 레벨 이제 유지 되나요?,올려놔도 연초 되면 항상 2레벨로 떨어졌었는데 계속 그대로 유지 되고 있길래혹시나 개편이 됐나해서요,2,신축/이사 입주 시 가전 선택
휠체어에 앉아서 에스컬레이드를 타는게 가능한가요??,안녕하세요~! 제가 다리를 다쳐서 휠체어에 앉아서 형님과 같이 지하철로 병원을 다닐 예정인데 휠체어에 앉은 상태로 형님이 도와주시면 에스컬레이드를 타는게 가능한가요?? 한번도 이런일이없어봐서 참 난감하네요...형님이 운전을 못하셔서 차로 다닐수는 없거든요...ㅠㅠ,0,기기 오작동/소음/설정 문제
Lg dios 오븐 고장인가요,시간 설정하려고만 하면 황색으로 느낌표가 뜨는데 뭐가 문제인지 모르겠어요ㅠ,1,주방 공간 배치 및 인테리어 고민
엘지 복합오븐 삑삑 소리,빌트인 복합오븐 쓰는데오븐을 쓰고나면 이렇게 삑삑 소리가 나네요불이 켜지면서요왜이러는 건가요 원인과 방법을 알려주세요                    0초                0초       광고 후 계속됩니다.     다음 동영상 subject author          취소         엘지 복합오븐 삑삑 소리                     재생 (space/k)   재생   00:05                 0:00:00               재생 (space/k)   재생 음소거 (m)         음소거       00:00  /   00:05  실시간       설정      전체 화면 (f)                       해상도                   자동 (480p)                   자막                  사용 안함                   재생 속도                  1.0x (기본)          인기 구간 표시    해상도       자동 (480p)     HD        1080p     HD        720p     HD        480p            270p         자막   설정       사용 안함         옵션  글자 크기    배경색    재생 속도   0.5x 1.0x (기본) 1.5x 2.0x           죄송합니다. 문제가 발생했습니다. 다시 시도해 주세요.          도움말              음소거 상태입니다.                         도움말                                      라이선스                                      디버그 정보 다운로드                       고화질 재생이 가능한 영상입니다.     설정에서 해상도를 변경해보세요.     더 알아보기   00:00,5,미분류
서랍장 추천좀 해주세요,높이 705mm 세로 600mm 가로305MM 인데 서랍장 싸고 단단한걸로 추천좀 해주세요+위에 프린터기 놓을거임,0,기기 오작동/소음/설정 문제
1년 동안 좋은 사람이었던 남자가 여자한테 갑자기 나쁜놈으로 변하면은 실망하나요?,,1,주방 공간 배치 및 인테리어 고민
고등학생 책상추천해주세요,안녕하세요 고2 여학생입니다이번에 제 책상이 너무 마음에 안들고 좁고 어둡고 싫어서 공부를 항상 거실에서 했더니 부모님이 2월 중순에 바꿔 주신다고 하셔서 책상을 알아보고 있습니다.제가 찾아보는데 정보가 너무 없다보니 힘들더라고요..아래 조건을 만족하는 책상이면 좋겠습니다1.밝은 톤에 책상2.서랍은 옆에만 있고 많이 없었으면 좋겠어요3.고등학생이라 공부책을 많이 수납할 공간4.집중 되고 편안한 디자인5. 길이 가로55-60cm/높이 상관 없습니다./  바닥부터 명치 길이 30-40cm 사이찾아주시면 감사하겠습니다.링크와 이미지 부탁드리겠습니다!!!,0,기기 오작동/소음/설정 문제
부부 갈등 해결에 심리 상담이 도움이 될까요?,부부 사이의 갈등이 반복되면서 대화가 점점 어려워지고 있습니다.서로의 입장을 이해하지 못해 감정 소모가 큰 상황입니다.이런 경우 부부가 함께 심리 상담을 받아도 괜찮을까요?상담을 통해 관계 개선에 실제 도움이 되는지 궁금합니다.부부 상담은 어떤 방식으로 진행되는지도 알고 싶습니다.,3,이사/생활 주변 맥락 (광파오븐 포함)
집에서 빵만드는데 이렇게 됩니다,집에서 lg광파오븐페인지를 쓰는데 빵(파운드케잌)을 구우는데  사진의 왼쪽 위처럼 노란 덩어리가 생기고 떡진듯한 느낌이 드는데 원인이 뭔지 알고 싶습니다박력분110계란 110설탕 110버터 110우유 19g바닐라 오일(15방울?)소금 2g초코칩(느낌대루)이렇게 들어간 것 같고 온도는 220에서 7분 170에서 35분 했는데 원인을 알고 싶습니다.어제 스콘도 저런 느낌이라 온도계도 샀는데 잘 모르겠습니다,3,이사/생활 주변 맥락 (광파오븐 포함)
오븐 에어프라이기 추천,오븐도 되고 에어프라이기도 되는 제품 추천해주세요!,1,주방 공간 배치 및 인테리어 고민
마들렌 어떻게 잘 굽나요?,베이킹 초보인데제가 lg 광파오븐으로 마들렌을 굽거든요근데 배꼽도 잘 나오지 않고안쪽 부분은 타는데 바깥쪽은 덜 익는 경우가 많아요혹시 적정 온도가 있을까요?아니면 꿀팁 같은 것들 있으실까요?그리고 저랑 같은 기종(ML39BW)으로 마들렌 성공하신 분은 어떻게 하셨는지 알려주세요ㅜㅜ,1,주방 공간 배치 및 인테리어 고민
꽂 에주는 비료임니다?,황비지유기균비료,1,주방 공간 배치 및 인테리어 고민
마카롱 뚜껑 질문,레시피는 유튜브 스윗키친님의 밀가루로 마카롱 만들기 레시피를 참고했구요뚜껑이 어떻게 해도 이쁘게 안되고 식감만 조금 비슷합니다 ㅜㅜ마카롱 뚜껑 특유의 바닥모양이 안살아요(코크?가 형성이 안돼요) ㅜㅜ오븐은 쿠쿠광파오븐 컨백션모드로 140도 13분 구웠습니다,3,이사/생활 주변 맥락 (광파오븐 포함)
제과제빵 취미로 하려고 하는데 비용이 많이 드나요?,안녕하세요! 이번에 운동말고도 다른 취미를 하려고 하는데 제과제빵이 눈에 들어와서 한번 취미로 해볼까 하는데요.금액이 많이 들어가는 취미 인가요?,2,신축/이사 입주 시 가전 선택
이사할때 이정도 짐이면 1톤트럭 2대로 가능할까요,킹사이즈침대 프레임+매트리스책상 2개사무용의자 2개철제수납선반 2개행거1개슬라이딩옷장2개스탠드에어컨세탁기24kg건조기21kg4도어냉장고(870L)55인치티비광파오븐렌지이외 의류 및 잔짐은 박스로 넉넉히 10박스 나올거같습니다.어플로 견적받았는데1톤트럭 2대로 대부분 견적이 오더라구요위에 기재한 짐들이 1톤트럭 2대로 가능할까요??무게가 감이 안와서 질문드려요ㅠㅠ,0,기기 오작동/소음/설정 문제
올인원 전자레인지,"오븐, 에어프라이어, 전자레인지 기능 다들어간 올인원 제품 중에 혹시 오븐 음식 받침대를 삼발이 처럼 두는게 아닌 일반 오븐처럼 벽면에 끼우는 제품이 있을까요?",1,주방 공간 배치 및 인테리어 고민
주방수납장세트 수납가구 괜찮은거 찾아봐요,"이사를 갔는데 주방에 생각보다 수납하는 공간이 적어서주방수납장을 알아보고 있어요.요즘 주방수납장은 가격이 어느정도 하고, 할인방법은어떻게 되나요?? 답변 부탁드려요~",0,기기 오작동/소음/설정 문제
아일랜드식탁 추천 해주세요!,주방인테리어 하는데 식탁을 아일랜드식탁 추천해주시더라고요.아일랜드식탁에 대해 간략하게 설명해주시고괜찮은 아일랜드식탁 추천해주세요!!감사합니다. ^^요새 자동 답변 많다던데 자동 답변 달면 신고할거에요!!,0,기기 오작동/소음/설정 문제
후라이팬 용도 질문,후라이팬 설명서에 사진처럼 표시되어 있는데가스랑 인덕션 모두 사용 가능한건가요?,1,주방 공간 배치 및 인테리어 고민
베란다 수납장,지금 베란다에 철제로 된걸 놓고 쓰는데요너무 지저분하고 보기 흉해서요혹시 미닫이가 있는 수납장이 있을까요?문을 열고 닫기에는 공간이 좁아서 미닫이 문이 낳을것 같고요문이 없으니 먼지가 쌓여서요그리고 베란다 이다 보니 바닥에 물이 고여요온도차로 벽이며 바닥이며 물이 고이네요그걸 버틸만한 수납장같은것이 존재할까요?,0,기기 오작동/소음/설정 문제
전자레인지 안에서 계란이 터졌습니다,전자렌지 안에서 계란이 터졌는데 사방팡방으로 다 튀었네요렌지 안에 구멍 안도 다 계란이 들어갔는데 닦을수 있는 방법 이 있을까요?삼성 광파오븐 ? 입니다신축아파트 벨트인 이고요서비스 신청하면 해줄까요?,3,이사/생활 주변 맥락 (광파오븐 포함)
퀸사이즈 침대 추천,제가 그냥 바닥에 깔거라 약간 좀 높았으면 좋겠고 완전 푹신했음 좋겠고 리뷰 좋고 믿을만한 퀸사이즈 침대 추천해주세요! 앞에 말한거처럼 그냥 딱 바닥에 깔거라서 수납장같은것도같이 딸려오는거 말구욧,0,기기 오작동/소음/설정 문제
사진에나와있는오븐이름알려주세요...,사진에나와있는오븐이름알려주세요!,1,주방 공간 배치 및 인테리어 고민
퀸침대프레임 알아보는 중인데요 고민이에요...,혼수 알아보는 예신인데퀸 침대프레임 알아보는 중인데 너무 고민되네요..일반 유명브랜드 퀸침대로 살지..호텔침대 프레임 맞춤으로 할지.. 고민되요ㅠㅠ디자인 보기엔 호텔침대 스타일이 넘이뻐서 그쪽하고싶은데제주변엔 쓰는사람이 없어서.. 후기도 궁금하고.. 퀸침대프레임 브랜드 좋은데 혹시 아시면 추천좀 해주세요,0,기기 오작동/소음/설정 문제
현관신발장,원룸 이사왔는데현관신발장이 없네용 ㅋㅋㅋ들어올때 몰랐어요 ㅠㅠ급히 간이로 쓸만한 현관신발장 찾는데마음에 드는게 없어요.신발이 많은 편은 아니라너무 클 필요는 없어요.적당히 쓸만한 현관신발장 추천 부탁할게요.,0,기기 오작동/소음/설정 문제
오븐(전자레인지 겸용)에서 소리가 나요?,LG DIOS 모델 사용중입니다.별도 기능없이 시작을 누르고 동작할때 마다 쇠소리같이 날까로운 소리가 패돌아가는 소리와 함께 납니다. 녹음한 파일을 첨부했습니다.   음성 240904_192850.m4a   내PC 저장 MYBOX 저장,5,미분류
감자조림 초보도 쉽게 따라할 수 있는 팁 있나요?,"감자조림을 처음 해보려고 하는데요, 인터넷에 나온 레시피들은 너무 간단해 보여도 막상 하면 어려울 것 같아서요. 감자 썰기부터 양념 비율 맞추기까지, 초보자도 실패 없이 할 수 있는 꿀팁이 있을까요? 특히 감자가 잘 안 뭉그러지게 하는 방법이나, 양념이 잘 배게 하는 비법이 궁금해요. 처음 도전하는 사람도 맛있게 만들 수 있도록 도와주세요!",2,신축/이사 입주 시 가전 선택
